target
66.392
109.956
135.52
71.128
37.183
127.612
85.772
188.615
97.655
212.547
71.128
196.648
63.597
269.659
57.404
85.508
140.14600000000002
88.994
175.72799999999995
65.85600000000001
122.432
138.825
196.581
99.83
132.482
61.212
171.0
154.808
144.99200000000005
327.105
122.173
63.932
46.924
88.337
62.522
113.512
193.807
77.73899999999998
58.045
33.027
321.582
114.767
26.631
83.001
119.37
89.56299999999996
135.98
103.654
132.639
22.698
124.432
118.114
51.463
55.856
123.344
23.681
69.245
302.21
33.472
128.202
127.194
90.274
76.743
170.74900000000005
193.543
159.779
115.478
76.274
200.832
132.675
87.404
106.315
62.76
48.953
74.08800000000002
195.748
105.395
68.90899999999999
111.253
72.80199999999998
122.591
66.354
82.77
124.851
200.832
92.153
125.143
115.478
109.537
83.036
113.303
133.679
183.435
33.426
101.671
26.485
40.735
49.374
82.171
319.658
39.316
71.839
188.30900000000003
317.649
109.537
62.028
84.375
61.505
146.519
100.165
60.124
74.475
104.684
152.298
55.907
116.022
188.615
112.244
195.393
200.556
74.726
209.652
74.475
171.12599999999995
201.292
189.267
37.656
27.999
107.194
78.65899999999998
40.671
87.266
42.37600000000001
98.742
171.389
50.38
63.074
315.474
114.349
92.443
133.47799999999998
186.606
89.34100000000002
43.32899999999999
38.569
51.212
96.445
156.649
91.922
62.065
106.985
106.274
32.306
80.709
72.204
28.549
142.674
48.953
116.926
94.224
150.624
72.513
174.43099999999995
57.8
49.752
200.748
82.885
125.642
78.68
200.832
49.819
259.157
133.779
60.584
107.104
44.14100000000001
83.023
124.166
56.902
195.79
123.47
150.08
201.57
74.475
87.655
161.75
60.877
93.261
31.38
85.839
29.434
61.17
195.602
48.953
101.776
185.686
185.435
318.821
56.986
102.299
117.464
83.01100000000002
253.801
102.215
106.776
45.647
196.648
84.30799999999998
66.212
181.887
108.24
220.204
30.02
182.422
239.911
153.344
48.325
60.375
69.57
84.15700000000002
123.135
66.78699999999999
34.794000000000004
72.655
81.49600000000002
69.988
73.638
36.384
29.445
200.121
185.067
29.623
65.70100000000001
131.503
142.297
62.413
57.65600000000001
172.015
77.525
70.751
70.166
48.953
27.281
197.025
135.281
119.553
48.953
113.078
104.703
76.944
173.42700000000005
37.572
156.482
71.351
51.848
33.43
76.21
87.78
127.163
137.19299999999998
177.72799999999995
150.624
105.847
86.023
112.675
134.306
48.953
31.12
67.446
56.135
64.936
328.026
63.346
175.92
155.017
247.567
322.545
93.471
43.25
106.441
116.943
108.031
49.261
61.31800000000001
129.704
87.86399999999998
137.19299999999998
31.045
129.659
248.417
54.93600000000001
85.274
64.015
133.779
68.752
83.68
64.601
209.2
88.881
47.342
129.269
187.303
136.942
85.103
116.901
38.2
81.50399999999998
86.111
86.10700000000001
96.609
40.92
71.128
87.48700000000002
106.997
103.219
57.50899999999999
81.243
76.747
188.615
104.759
130.541
91.621
99.119
60.777
173.05
200.832
138.741
119.746
25.687
182.853
169.33900000000003
68.517
53.053
31.798
184.749
39.125
37.164
150.624
115.604
37.279
57.639
57.76
53.262
58.14100000000001
78.241
44.978
84.726
211.939
150.624
48.93899999999999
116.198
215.894
184.096
168.615
57.3
84.057
287.8590000000001
78.58
32.501
137.58700000000002
292.211
80.375
121.545
78.65899999999998
70.793
189.117
133.779
32.928000000000004
72.676
200.832
156.221
66.551
